course_name,instructor,course_description,avg_rating,reviews_count,course_hours,lectures_count,level,price_after_discount,main_price,Bestseller,student_count,
Design Patterns in Go,Dmitri Nesteruk,Discover the modern implementation of design patterns in Go (golang),4.5,1195,10,110,Intermediate,320,720,No,10943,
Neural Networks in Python: Deep Learning for Beginners,Start-Tech Academy,Learn Artificial Neural Networks (ANN) in Python. Build predictive deep learning models using Keras & Tensorflow| Python,4.5,1194,9.5,67,All,200,230,No,123102,
Building Cloud Infrastructure with Terraform,Chris Parent,Create and manage cloud infrastructure as code,4.5,1193,4.5,42,Intermediate,230,270,No,5983,
JavaScript from Beginner to Expert,Arkadiusz Włodarczyk,"Become a JavaScript expert in 30 days, even if you are a JS beginner. Become a front-end developer of websites in JS",4.4,1192,12.5,92,All,270,850,No,10033,
Introduction to QA Software Testing Professionalism,Alik Feld,Learn QA SW Testing concept and decide if Quality Assurance Testing career is for you,4.1,1192,41totalmins,9,Beginner,200,230,No,9005,
Learn C# With Windows Forms and  SQL Server,T O,With a real database project!,4.3,1191,12.5,79,Intermediate,270,720,No,6176,
Learn DBT from Scratch,Jeremy Holtzman,Complete guide to Learning DBT including connecting it to a Data Warehouse,4.5,1191,3,31,Intermediate,200,230,No,6157,
Unit Testing Swift Mobile App,Sergey Kargopolov,Apply Test-Driven Development(TDD) process to iOS mobile app development in Swift,4.6,1185,8.5,136,Beginner,270,480,No,5813,
"Time Series Analysis, Forecasting, and Machine Learning","Lazy Programmer Team, Lazy Programmer Inc.","Python for LSTMs, ARIMA, Deep Learning, AI, Support Vector Regression, +More Applied to Time Series Forecasting",4.7,1185,23,171,Intermediate,620,,Yes,4419,
Manual Software Testing: Complete Course with Practical Labs,Balvir Chahal,"Tools: JIRA, Bugzilla,Trello, Postman, 21 types of Testing, 7 principles of testing, QC and QA, Companies Process models",4.5,1184,7.5,27,All,200,230,No,4557,
Software Engineer Interview Unleashed,Jeff Bae,Learn how to make yourself ready for software engineer interviews from a former Google interviewer.,3.7,1181,7,41,All,270,680,No,9033,
Full stack web development and AI with Python (Django),John Harper,"HTML, CSS, JavaScript, Python, Django, Pandas, Sklearn, Keras, Git, Linux - Full stack web development /data science/ AI",4.3,1180,39.5,389,All,320,800,No,8028,
Python 101,Kris Yamarthy,"Learn Regular Expressions, NumPy, Pandas, OOP and Database programming in addition to basic Python.",3.6,1179,17,113,All,270,1300,No,24180,
Complete Kotlin development masterclass 2022,Catalin Stefan,Master the fundamentals and advanced features of Kotlin development,4.6,1178,31,457,All,270,1300,No,7951,
Nodejs Express - unit testing/integration tests with Jest,Stefan Hyltoft,"Learn to build a full CRUD REST API with Nodejs using TDD in Jest in JavaScript, with unit testing and integration test",4.5,1177,3,62,Beginner,270,1400,No,9663,
Become a Hadoop Developer |Training|Tutorial ,Nitesh Jain,Learn Hadoop and get certified & bag one of the highest paying IT jobs in current times.  ,4.2,1176,5,49,Intermediate,200,230,No,16769,
Running a Mobile App Dev Business: The Complete Guide,Evan Kimbrell,Learn how to start and grow a mobile app development business. Get up & running in less than 1 week.,4.7,1174,17,89,All,320,820,Yes,36233,
Java Programming - A Complete Java course to Become Java Ace,Vinoth P,Go from Beginner to Java Expert in Just 7 Days! Crack your next Java Coding Interview by Mastering in Java programming,4.6,1173,9,78,All,320,1400,No,7745,
Learn C# Programming (In Ten Easy Steps),Huw Collingbourne,The simplest way to learn C# programming.,4.5,1170,7.5,126,Beginner,270,820,No,9202,
Convolutional Neural Networks in Python: CNN Computer Vision,Start-Tech Academy,Python for Computer Vision & Image Recognition - Deep Learning Convolutional Neural Network (CNN) - Keras & TensorFlow 2,4.5,1169,7.5,59,All,200,230,No,120011,
Dependency Injection in C# and .NET with the Autofac Library,Dmitri Nesteruk,An in-depth course on Dependency Injection and Inversion of Control,4.5,1169,5.5,57,All,230,480,No,8831,
Java Programming: Step by Step from A to Z,Holczer Balazs,Everything you need to know about Java programming to make you first steps as a software engineer,4.5,1166,9,106,All,270,1400,No,19282,
REST Assured API Automation from scratch + Framework + CI,Omprakash Chavan,"Only course to become an API testing expert, OAuth2.0 [Google/Spotify Live Examples] & Design Production Level Framework",4.5,1165,23,244,All,320,720,No,8064,
All You Need to Know About REST Integration In ServiceNow,Revanth Sodavaram Muni,Uni-Directional and Bi-Directional REST Integration in Servicenow. Integration between two ServiceNow instances,4.6,1163,5.5,29,Beginner,230,1200,No,5904,
How to Make Tile Based Platform Games in Gamemaker Studio 2,Peter Morgan,"Learn the basics to build fun and creative platform games, including tricks to add polished and professional features.",4.8,1163,11,89,All,270,850,Yes,5250,
ChatBots: How to Make a Facebook Messenger Chat Bot in 1hr,Stefan Speaks,We will Create a Parrot Bot Together! This course is a Step by Step Guide in Building a Chat Bot for Facebook Messenger,3.9,1160,2,44,Beginner,200,230,No,86695,
.NET Core Microservices,Packt Publishing,Build distributed system using microservices architecture,4,1159,4,34,Intermediate,270,780,No,4966,
"Complete Web Development Course: HTML, Vue.js, PHP, MySQL",OnlyKiosk Tech,"HTML5, CSS3, JavaScript, jQuery, VueJS, AJAX, PHP, CLI, NPM, Babel, Webpack, MySQL, OOP, Node.js and Express.js",4.5,1157,33,613,All,230,1200,No,5509,
Learn Robot Framework (Selenium) from Industry Expert|22+hr,"Testing World Infotech, Testing Solution, Testing World",Allure Reporting |Data Driven Framework| Python Coverage | Pycharm | Desktop & API Application coverage | GITHUB|Jenkins,4.6,1155,30.5,228,All,200,230,No,6629,
Build Responsive Real World Websites with CSS3 v2.0,"Kalob Taulien, Kalob.io — Learn web development from scratch","Learn CSS3 Flexbox, CSS3 Animations, Transitions, Transformations and Responsive Web Design. Make beautiful websites!",4.8,1154,13,181,All,230,1200,No,38370,
Complete Kotlin Coroutines development course 2022,Catalin Stefan,"Foundational and advanced Kotlin Coroutines concepts, Android app applications, Retrofit, Room, MVVM",4.7,1150,5,71,All,320,720,No,5522,
PySpark & AWS: Master Big Data With PySpark and AWS,"AI Sciences, AI Sciences Team","Learn how to use Spark, Pyspark AWS, Spark applications, Spark EcoSystem, Hadoop and Mastering PySpark",4.5,1150,16.5,164,All,320,1600,No,8119,
"Event-Driven Microservices: Spring Boot, Kafka and Elastic","Ali Gelenler, EA Algorithm","Master event-driven microservices architecture with patterns using Spring boot, Spring cloud, Kafka and Elasticsearch",4.5,1148,11.5,99,Intermediate,270,650,No,13977,
WebServices/API Testing by SoapUI & ReadyAPI - Groovy |30+hr,Automation World,"Detailed Groovy + Certification Coverage + Soapui tutorial, Rest API Testing, Soap UI Free & Pro",4.5,1147,31,257,All,270,1400,Yes,7197,
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",Irfan Dayan,"Learn HTML5, CSS3, jQuery, Bootstrap And Build Modern Responsive Website With Modern Trends From Scratch.",4.4,1147,14,114,All,270,850,No,5435,
U&P AI - Natural Language Processing (NLP) with Python,Abdulhadi Darwish,"Become an NLP Engineer by creating real projects using Python, semantic search, text mining and search engines!",4,1145,6,72,Beginner,200,230,No,13873,
Salesforce Lightning: Learn about Salesforce Lightning,Deepika Khanna,Learn Salesforce Lightning: Step by Step Guide to Lightning UI. Learn to build a custom App in Salesforce Lightning UI,4.6,1145,5.5,40,All,270,1300,No,5969,
Game Physics - Introducing Gravitation & Rotation in Unity,Ben Tristem,Step-by-step tutorial on how to create a basic rigid body motion physics from scratch. Taught in C# using Unity 3D free.,4.3,1145,5.5,45,Intermediate,200,230,Yes,23101,
End to End automation testing with Cypress,Karthik KK,An next generation non-selenium based automation testing tool,3.7,1142,10.5,88,All,320,,No,7864,
Angular interview questions with answers,Shivprasad Koirala,Angular interview questions with answers,4.5,1139,2.5,8,Beginner,200,230,No,13329,
The Result-Oriented Web Developer Course - BOOTCAMP 2022,Vertex Academy,The Best Full Stack Web Development Bootcamp [For Absolute Beginners & Advanced Developers]. Major Projects. Complete,4.5,1138,58.5,397,All,270,650,No,10382,
Bootstrap & jQuery - Certification Course for Beginners,YouAccel Training,"Learn to Create fully Animated, Interactive, Mobile Responsive Web Pages using Bootstrap & jQuery Library.",4.5,1132,4,84,Beginner,270,850,No,176464,
Firebase In Depth,Angular University,"Full-stack Development with Firebase, Firestore, Firebase Storage & Hosting, Firebase Cloud Functions & AngularFire",4.5,1130,10,70,All,270,650,Yes,6997,
Playwright JS Automation Testing from Scratch with Framework,Rahul Shetty,Playwright -Modern Testing tool for reliable Web Automation. Support API calls with in UI tests for Smarter Automation.,4.6,1128,14,69,All,230,1200,Yes,7641,
Learn MongoDB & Neo4j - Leading NoSQL Databases from scratch,Sunil Kumar Gupta,Learn all concepts you need to know for building MongoDB and Neo4j GraphDB based Applications.,4.5,1128,17.5,164,All,270,850,No,8390,
Python & Cryptocurrency API: Build 5 Real World Applications,Ian Annase,Build five projects using live cryptocurrency data from the web. We will use the free CoinMarketCap crypto API.,4.3,1128,3,15,Intermediate,230,850,No,94678,
"RabbitMQ : Messaging with Java, Spring Boot And Spring MVC",Infybuzz Learning,"Java Messaging Service (JMS) with Spring Framework. Learn Asynchronous Messaging, Queue, Exchange & Routing Of Messages",4.5,1123,4,62,All,270,320,No,6287,
The Ultimate LINQ with C# Masterclass - Basics to Advanced,Tod Vachev,The only LINQ class you will ever need! Both Query and Method Syntaxes are covered in the course!,4.5,1122,4,46,Beginner,270,1400,Yes,6829,
CUDA programming Masterclass with C++,Kasun Liyanage,Learn parallel programming on GPU's with CUDA from basic concepts to advance algorithm implementations.,4.1,1119,11,83,All,230,750,No,7989,
Android Jetpack masterclass in Kotlin,Catalin Stefan,"Kotlin, Room, Navigation, Data Binding, MVVM, Notifications, Permissions and a lot more",4.7,1117,10,72,All,270,720,No,4604,
Cucumber BDD with Python Behave and Selenium WebDriver 2022,Admas Kinfu,Build Automation Framework with Cucumber BDD using Python and Behave for Selenium WebDriver and API Testing and SQL,4.3,1117,19,133,All,270,1300,No,18796,
Java For Everyone - Zero to Hero,Chandan Kumar,"Core Java, OOPS, Collection, Exception Handling, Design Pattern",4.4,1112,22.5,26,All,200,230,No,81568,
Data Science: Python for Data Analysis 2022 Full Bootcamp,"Ahmed Ibrahim, SDE Arts | Octavo",Learn and build your Python Programming skills from the ground up in addition to Python Data Science libraries and tools,4.1,1109,6,76,All,230,800,No,129437,
AWS Data Architect Bootcamp - 43 Services 500 FAQs 20+ Tools,Siddharth Mehta,"AWS Databases, EMR, SageMaker, IoT,  Redshift, Glue, QuickSight, RDS, Aurora, DynamoDB, Kinesis, Rekognition & much more",4.5,1108,30.5,295,All,270,1300,Yes,13776,
Studio 5000 PLC Ladder Logic Training. Basic.,Jeff Sharman,The student will learn the difference programming a PLC using Studio 5000 software and other PLC packages.,4.5,1108,3,30,All,270,480,Yes,3568,
Python Django Ecommerce | An Advanced Django Web Application,Rathan Kumar,"Build Python Django eCommerce website with advanced custom functionalities, RDS Postgres and deploy it on Amazon AWS",4.6,1106,21,131,All,320,600,No,6657,
Assembly Language Adventures: Complete Course,xor pd,Learn the language of your computer,4.8,1104,29,120,All,450,,No,9187,
Git and GitHub For Beginners,Yaswanth Sai Palaghat,Learn Git and Github From Scratch,4.1,1104,1,10,All,270,650,No,61403,
Laravel 8 PHP Framework A - Z Build Professional Ecommerce,"easy Learning, Kazi Ariyan","In This Course, You Will Learn Laravel 8 Fundamentals and  Build Two Different Ecommerce with lots of Advance Features",4.7,1104,135.5,628,All,270,1400,No,5725,
jQuery Crash Course: Learn the Essentials of jQuery Fast,Simon Sez IT,Learn the essentials you'll need to get started with jQuery.,4.4,1104,2,18,All,270,600,No,15443,
C++ Fundamentals: Game Programming For Beginners,"GameDev.tv Team, Stephen Ulibarri, Sam Pattuzzi",Learn to make games using industry standard C++ and Raylib,4.8,1104,11,86,Beginner,270,1400,No,8335,
Complete Roblox Lua: Start making Games with Roblox Studio,Kaupenjoe (Nico),Learn Roblox Game development and Roblox Scripting. Includes a short Lua introduction. Everything done in Roblox Studio.,4.5,1102,8,65,All,200,230,Yes,4143,
Vue JS 2: From Beginner to Professional (includes Vuex),Bo Andersen,"Learn Vue JS, and become a VueJS professional. Build complex SPAs with Vue.js, a simple and popular JavaScript framework",4.1,1102,15.5,220,All,270,780,No,5485,
Professional WordPress Theme & Plugin Development,Juan Pablo De la torre Valdez,"Learn how to create your own WordPress Themes & Plugins with code from Scratch, Create Amazing Dynamic WordPress Sites!",4.3,1101,35,403,All,270,1300,No,6745,
Oracle Certification: Mastering Java for Beginners & Experts,Frahaan Hussain,"Java is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Java",3.1,1101,6,90,All,270,1300,No,55573,
AWS CloudFormation - Simplified | Hands On with YAML,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms","An awesome journey from AWS CloudFormation to Continuous Integration, Continuous Delivery & Infrastructure as Code.",4.6,1101,18.5,168,All,200,230,No,13016,
"MATLAB onramp 2021: coding, concepts, confidence, and style",Mike X Cohen,"Learn the key MATLAB programming skills that separate experts from novices: debugging, functions, and visualization",4.5,1100,10.5,51,All,200,230,No,6333,
"REST Assured API Automation,Allure Reports - An Introduction",Tejasvi Hegde,This course will help you get started with REST Assured & Allure Reports using Junit4,4.2,1099,4.5,51,Beginner,200,230,No,12298,
Efficient Java Multithreading and Concurrency with Executors,Arun Kumar,Learn how to use the modern Executors framework to do everything that you can do with the Threads API ... and more!,4.1,1099,5.5,62,All,230,600,No,8896,
