course_name,instructor,course_description,avg_rating,reviews_count,course_hours,lectures_count,level,price_after_discount,main_price,Bestseller,student_count,
Create a Third-Person Player Character Controller,"Penny de Byl, Penny @Holistic3D.com",Learn Mixamo and Unity's Mecanim system for constructing and programming your own third-person game character.,4.6,306,6.5,45,Intermediate,270,520,Yes,2654,
Object Oriented Programming - Timeless Principles,Grant Klimaytys,"Object Oriented Programming, master it!",4.3,306,1,13,Beginner,200,230,No,1690,
React Native: Beginner Practical Guide [2022],Fadi Nouh,"Learn to build cross platform mobile applications with React Native CLI, React Hooks and Functional Components",4.7,306,8,74,Beginner,230,270,No,16510,
Machine Learning Optimization Using Genetic Algorithm,Curiosity for Data Science,Learn how to optimize Machine Learning algorithms' performances and apply feature selection using Genetic Algorithm,4.4,305,6.5,57,Intermediate,270,850,No,2602,
Data Visualisation with Plotly and Python,Richard Muir,Level up your data visualisation. Learn to create interactive charts and dashboards with Python and Plotly.,4.4,305,23,143,Intermediate,270,1000,No,3223,
SASS from Beginner to Expert,Arkadiusz Włodarczyk,Using SASS you will create CSS 10x times faster. I'll teach you how to maintain a code on a whole new level using SASS,4.6,305,3,23,All,270,730,No,51852,
TensorFlow and the Google Cloud ML Engine for Deep Learning,Loony Corn,"CNNs, RNNs and other neural networks for unsupervised and supervised deep learning",4.3,305,17.5,132,Beginner,270,720,No,4136,
Java Programming Comprehensive Course 2022,Uplatz Training,Master the core concepts of Java Programming language & their application to practical projects. Become a Java Developer,4.4,305,23,57,All,270,1300,No,23681,
Performant GraphQL Backend in 1 Day Using Hasura Engine 2022,Dmytro Mezhenskyi,"Learn How to Turn Your Postgres Database Into Scaleable, Real-Time and Blazing Fast Graphql Backend Without Even Coding",4.3,305,7.5,86,All,200,230,No,9140,
The Creative JavaScript Course,"Dev Ed, Maxine Tillman",From Beginner JavaScript To Building Awesome Web Apps and Websites!,4.7,305,17.5,130,Beginner,230,320,No,1971,
Create a 3D Endless Runner from Scratch in Unity,"Penny de Byl, Penny @Holistic3D.com",Learn how to make an infinite scrolling platform game in Unity with C# working through all stages of game development.,4.6,305,9.5,43,Beginner,200,230,No,4469,
Jira Agile Project Management for Beginners-Bonus Confluence,Patrick Fagan,Jira Agile Project Management including Scrum/Kanban:Bonus Confluence! Learn Agile and Jira Agile Project Management,4.3,305,7.5,75,Beginner,270,680,No,6608,
Practical Java : Spring Boot REST API with Elasticsearch,Timotius Pamungkas,"Java (Spring Boot 2), REST API, Elastic search, Github to develop & monitor back-end applications",4.2,304,9,68,Beginner,270,1000,No,3616,
"PHP for Beginners Part 2: PDO, MySQL, phpMyAdmin",Coding Academy,"Every line of code explained. Learn PHP, PDO, MySQL & phpMyAdmin to create data driven websites. Award winning teacher.",4.5,304,3,30,Beginner,270,450,No,1832,
Build ASP.NET Blazor apps with a clean structure,Benjamin Proft,Learn how to create clean-structured web apps with ASP.NET Core 5 Blazor (with update to .NET6),4.8,304,15.5,210,All,270,650,No,10284,
Python-3 Boot Camp in GUI automation for absolute beginners,Adithya U Bhat,"Learn to Automate your keyboard,mouse and experiment it,draw impossible drawings using python,Send Gmails using python",3.2,303,1,10,Beginner,200,230,No,50237,
Python GUI | Practical Projects in Python: Build 3 Projects,Daniel IT,"Create Python GUI Desktop Applications. Built with Qt, Qml3",4,303,4,74,Beginner,200,230,No,65086,
DevOps CI CD with Jenkins,Code Caffeine,"Build DevOps Continuous Integration and Continuous Delivery Pipelines using Jenkins, Git and ANT",3.8,303,2.5,32,All,270,580,No,2929,
ML for Business Managers: Build Regression model in R Studio,Start-Tech Academy,Simple Regression & Multiple Regression| must-know for Machine Learning & Econometrics | Linear Regression in R studio,4.4,303,6.5,72,All,200,230,No,74255,
2022 Python for Beginners:  A to Z Concise Hands-on Course,"Wajih Bukhari, Institute of Human Excellence","Learn Coding in Python for Data Science, Machine Learning , Web Development by Building Real World Projects",4.4,303,6.5,97,All,270,320,No,21625,
REST API for beginners - Retrofit and Android,"Vyara Georgieva, Denis Buchel","Learn how to build from scratch your own apps based on the GitHub API, StackOverflow API and many more with Android",4.7,303,3,19,Beginner,230,750,No,3036,
Projects in ExpressJS - Learn ExpressJs building 10 projects,"Eduonix Learning Solutions, Eduonix-Tech .",A Complete Course to Learn Professional Web Development using ExpressJS,4,303,15.5,103,All,270,480,No,2907,
Introducing Microsoft Team Foundation Server 2017,Packt Publishing,Learn about facets of Team Foundation Server 2017 from project management to release & delivery in this deep dive course,4.6,303,3,16,Intermediate,230,780,No,1127,
Mastering HTML5: Beginner to Expert [2022],Ilkin Guluzada,The ultimate masterclass to become an expert,4.5,303,1.5,25,All,270,320,No,20245,
Learning Haskell Programming,Packt Publishing,Build scalable and robust applications with Haskell,4.1,303,4,21,Intermediate,270,780,No,2151,
JavaScript Animations with GreenSock (GSAP),David Sharkey,"Take your front-end web design to the next level by adding sophisticated, interactive animations to your projects",3.8,302,2,19,Intermediate,270,580,No,1098,
Learn ASP NET MVC 5 step by step,Maruti Makwana,Very easy to learn video series on Asp.Net MVC 5 Specially for those who are familiar with Asp.Net Web forms.,4.5,302,3,32,Intermediate,200,230,No,4079,
Swift 4 - Learn to Code with Apple's New Language,Nick Walter,"Learn to Program Swift 4 with Xcode Playgrounds and be part of the world's fastest-growing programming language, iOS 11!",4.1,302,11.5,117,All,270,1400,No,1593,
Create a Space Shoot 'Em Up With Unity,James Doyle,Game development made easy. Learn C# using Unity and create your very own side-scrolling Space Shooter!,4,302,8,61,Beginner,270,850,No,1605,
Ultimate Prometheus,Eldan Elias,"Learn Prometheus from the ground up, from learning the basics of monitoring all the way to deployment on Kubernetes",3.9,301,3,34,All,200,230,No,6515,
d3.js - Complete Developer Data Visualization Guide,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor","Bring Data to life with D3.Js Data Visualization Library.  Master JavaScript, HTML, CSS and Build Stunning Data Visuals",4.7,301,17.5,157,All,230,1200,No,2325,
Make Awesomely Strange Video Games with Unity and Playmaker,"Michael ""M dot Strange"" Belmont",No coding. No programming. Learn cutting edge visual scripting tools to make your own video game from start to finish.,4.8,301,15,88,All,270,320,No,1446,
Bootstrap: Build a modern Responsive website with bootstrap,Rameel Gulzar,"learn bootstrap with HTML5, CSS3, jquery and bootstrap 3 to build modern responsive website.",4.2,301,5,43,All,200,230,No,7813,
"Master Classes for Web Designing Course (HTML, CSS, JS, SEO)",Faisal Zamir,"You will Learn 100% Web Development Professionally from 0 to End with HTML, CSS, JS, Creating Website or Templates & SEO",4.4,301,24.5,266,All,230,650,No,47137,
Build an Advanced 2D Platformer game in Unity 2021,Gary Groves,Stretch your Unity skills further by building a feature rich 2D Platform Game,4.9,300,25,128,Intermediate,270,320,No,1914,
MuleSoft 4 Fundamentals - Beginner to Expert Level,Sudip Chavan,Learn Mule 4 from scratch step by step to become Mule 4 developer & clear the MCD Level 1,3.8,300,8.5,24,All,200,230,No,1316,
Core Data and Realm - Master Data Persistence for iOS,App Brewery Co.,"Learn to use Core Data, Realm, UserDefaults, NSCoder, iOS File System.",4.8,300,7.5,41,Intermediate,270,480,No,1664,
Backend web development with Django 2 - Build 8 projects,Igneus Technologies,"A course for beginners in back end, uses Django 2, python3 to make you a full stack developer",3.9,300,6,43,All,270,1300,No,1859,
iOS 12 & Swift 5: Build a To-Do List App,Juke Moon,"Put your Swift skills to action by building Taskly, a practical todo list app",4.2,300,2,34,Beginner,200,230,No,10974,
The WordPress Bootcamp: Build 11 Websites with WordPress,VideoLab by Jad Khalili,"Learn WordPress Development with SEO, WooCommerce, HTML and CSS, WordPress Page Builders, and more - For beginners!",3.6,300,26,257,All,270,630,No,2458,
Create Your Own Augmented Reality Application,"ProTech Academy, Ashraf Said",Create Your Own Augmented reality (AR) Apps in No Time using Free Tools without Experience Explore this wonderful world,4.3,299,1,22,All,270,1300,No,32655,
Flappy Bird Clone - The Complete SFML C++ Game Course,Frahaan Hussain,Game Programming Course To End All Courses,3.8,299,5.5,37,Beginner,200,230,No,49800,
Learn XML-AJAX - For Beginners,YouAccel Training,Learn to create interactive web applications using AJAX,4.6,299,2.5,28,Beginner,270,720,No,77025,
How To Make A Wordpress Website -Elementor Page Builder,Darrel Wilson,Learn How To Create a Wordpress Website With Elementor,4.3,299,1.5,15,Beginner,200,230,No,8361,
React for Beginners: A Complete Guide to Getting Started,One Month,A Four Week Intermediate Course to Build Projects with React,3.7,299,3.5,37,Intermediate,230,720,No,7782,
Objected Oriented Programming With C# and Visual Studio 2017,T O,Explore the processes and benefits of objected oriented programming,4.3,299,8.5,53,Beginner,270,320,No,2447,
Filemaker Bookings and Reservation System,Guy Stevens,Create a Filemaker system that can be used for any reservation system where items are used for periods of time.,4.2,299,11.5,52,Intermediate,270,420,No,1474,
Jenkins 2 Introduction for Beginners on Windows,Jason Taylor,Novice guide to Jenkins 2 Continuous Integration with a step-by-step guide to DevOps on a Windows System,4,299,3.5,83,Beginner,200,230,No,6024,
Software Architecture and Clean Code Design in OOP,"Andrii Piatakha, Learn IT University",Learn design patterns and principles for Object-oriented programming to make your software scalable and easy to maintain,4.2,298,20,63,All,270,320,No,65371,
gRPC [Node.js] MasterClass: Build Modern API & Microservices,Clément Jean,"Better than REST API! Build a Javascript HTTP/2 API for a NodeJS micro service with gRPC, Protocol Buffers (protobuf)",4.3,298,3,61,Intermediate,320,800,No,3781,
' Web scraping : Python Beautiful Soup Web scraping Bootcamp,Shepherd Mahupa,Beginner friendly and Project based web scraping . Python Beautiful Soup web scraping for Data Science & Data Analysis .,3.5,298,1.5,18,Beginner,200,230,No,26471,
Implementing a Data Warehouse with Microsoft SQL Server,Bluelime Learning Solutions,Design and implement a data warehouse,4.2,298,7.5,71,Beginner,270,780,No,2291,
Wix Website SEO | Wix SEO| Wix Search Engine Optimisation,Sam Dey,"Rank Your Wix Website In Google, Yahoo & Bing With An Easy To Follow Wix SEO Strategy",3.3,298,1,14,All,230,550,No,2799,
"Build a Social Network in 20 Days from Scratch:PHP+MYSQL, Js",Km Habib,Create a premium class social network website like Facebook from scratch using php mysql & javascript.,4.6,298,39,186,All,270,750,No,25939,
Polymer 3 - Code Like A Google Developer,Joe Santos Garcia,"Build universal web components Lit-Element, Lit-HTML",2.9,298,5.5,27,All,230,1200,No,6112,
Oracle Data Integrator (ODI) 12C - All Steps - Hands on,Mustafa Aksoy,Everything about ODI12C with updated sections You will need in Real Projects,3.1,298,11.5,63,All,230,730,No,2280,
Vue Masterclass,Boris Paskhaver,"Learn VueJS and build a complete project using Vue, Vuex, TypeScript, TailwindCSS, and more. Beginners welcome!",4.8,298,56,569,Beginner,200,230,No,2242,
JAMStack: The Complete Guide,Ray Viljoen,"Learn the JAMStack from start to finish. Create dynamic serverless architectures using JavaScript, APIs & Markup.",4.6,297,4.5,29,All,270,780,No,1782,
Oracle SQL For Data Analysis : Truly From Basics to Advanced,Prashant Munshi,RDBMS Concepts : SQL Basics : Complex SubQueries & Joins : Analytic Functions :  Data Integrity : Transaction Handling,4.3,297,15,56,All,270,1300,No,16753,
The Ultimate React Js Responsive Portfolio Website,Ehizeex Okwuose,"Build A  Real World Responsive Portfolio Website With Email  Functionality using React js, Bootstrap, Rxjs and  NodeJS.",4.3,297,8,50,All,270,730,No,1178,
"ODOO Technical Training - v7, v8-11","Jay Vora, Husen Daudi","Learn ODOO Technical Training from Basic to Advance Level by ODOO Experts - useful for v7 to v11, all api compatible.",3.7,297,19,37,All,270,480,No,1737,
2020 learning python3.8 from beginner to the master,攀 童,"If you to become a Python 3 Developer , Learn Web Development, Machine Learning ,this course is right for you.",4.1,297,6.5,92,Intermediate,230,1200,No,13833,
HTML CSS JavaScript projects,Dr. Sahand Ghavidel,HTML CSS JavaScript fun projects. Build modern websites and learn HTML CSS JavaScript (JS). html5 css3 javascript 2022,4.8,297,26.5,163,All,230,720,No,114632,
The Comprehensive Guide to Scene Kit - 3D iOS Development,Ibram Uppal,Create stunning 3D applications using Apple's new framework for 3D development SceneKit and Swift! ,4.5,296,6.5,95,Intermediate,270,320,No,1350,
Unity 3D Game Development (2021) - From Beginners to Masters,Three Millennials,"Learn Unity 3D Game Design & Development. Learn C# using Unity Engine. Create 2D and 3D Games for Web, Mobile, PC & Mac",2.8,296,10.5,59,All,230,1200,No,22291,
Low Level System Design [An interview perspective],Abhishek Ghosh,Ace the Low Level Design interview by solving problems asked in the System Design round of programming interviews,4.4,296,6.5,73,All,230,720,No,2633,
Cassandra Administration,Packt Publishing,Configure and administer Cassandra for optimum database performance and a completely operational cluster,3.6,296,3,40,All,270,630,No,1651,
Bolt Visual Scripting in Unity,Wilmer Lin,Make games interactively without coding in Unity and Bolt,4.7,296,6.5,42,Beginner,270,720,No,1965,
Beginner Professional Java - Learn to Code for Work and Fun,Jenny Brown,"Learn to code from no prior experience. Train for a career in software, or learn how to teach coding.",4.5,296,14.5,157,Beginner,230,270,No,1746,
SQL Fundamentals for beginners,Bluelime Learning Solutions,Learn to interact with databases using SQL,4.4,296,6,52,Beginner,230,730,No,23291,
C# Database Driven WinForm Apps (step by step projects),Pavol Almasi,Project-based Learning: how to use C# Windows Forms and Microsoft Access Database to create small database driven apps,4.3,296,13.5,153,Beginner,200,230,No,3761,
C in Depth: The Complete C Programming Guide for Beginners,"TELCOMA Global 70,000+ Students!",C Programming For Beginners. Also Covers Advanced C Language Concepts with a Step by Step Practical Approach.,3.9,296,4.5,43,All,270,1300,No,6573,
The Complete CSS Flexbox Guide With a Complete Project 2022,Ahmed Sadek,understand the concept behind css flexbox and create a real world project with complex responsive layouts using flexbox,4.8,296,2.5,31,All,230,530,No,3424,
"Decision Tree - Theory, Application and Modeling using R",Gopal Prasad Malakar,Analytics/ Supervised Machine Learning/ Data Science: CHAID / CART / Random Forest etc. workout (Python demo at the end),4.1,295,8,71,All,270,420,No,1836,
x86 Assembly Language Programming Masters Course,Daniel McCarthy,Learn Assembly From A Decade Of Experience,4.6,295,3.5,26,All,270,1400,No,11782,
Learn Microservices with Spring Boot and Spring Cloud,Le Deng,A Hands-on Guide on Spring and Microservices,3.6,295,10,46,All,270,1300,No,1454,
"GraphQL Apollo Server with Node.js, MongoDB - GraphQL API",RapidDev Pro,"GraphQL API Server with Apollo, Node.js, MongoDB. Jwt Authentication, Cursor Pagination, DB Query Batching & Caching",4.4,295,4.5,43,All,270,320,No,1302,
Elasticsearch in Action,Sezin Karli,Learn Elasticsearch from scratch with this hands-on course and become an Elasticsearch Jedi.,4.1,295,3,34,All,200,230,No,1614,
Learn MeteorJS By Building 10 Real World Projects,Eduonix Learning Solutions,Its a Complete Course to Learn MeteorJS Step by Step Through The Complete Process of Building 10 Real World Projects.,4,294,15,80,All,270,480,No,3279,
The Complete PHP Bootcamp Course With Video Sharing Project,"Joe Parys, Shahzaib Kamal, Joe Parys Support",In this complete PHP Bootcamp Course students will learn how to create a video sharing project with advanced admin panel,4,294,14.5,74,Beginner,230,1200,No,38658,
Hands-On Auto DevOps with GitLab CI,Packt Publishing,Jump-start your application development with automated continuous integration and deployment!,4.2,294,3.5,27,Beginner,230,780,No,2450,
SQL Crash Course for beginners - Learn SQL with MySQL,Islam Elgaeidy,Master the SQL statements that every software developer or data analyst needs for designing and developing databases,4.6,294,1.5,36,Beginner,230,720,No,6357,
AWS Master Class: Databases In The Cloud With AWS RDS,"TetraNoodle Team, Manuj Aggarwal","Learn how to plan, deploy and operate a high available and scalable mySQL database in the cloud with AWS RDS",4.4,293,5.5,54,All,270,1300,No,8119,
Introduction to HTML Complete Beginner to Expert Course,Laurence Svekis,Learn how to code in HTML from scratch.  Perfect for beginners and anyone who wants to learn HTML,4.4,293,3.5,61,Beginner,270,1300,No,12718,
ASP NET CORE - ANGULAR 2 - Web API E-Commerce App,Happy Code,"Create a e-commerce project with Asp Net Core,Angular 2,bootstrap 4,Paypal,Identity Core,Entity Framework Core,C#,WebAPI",3.6,293,15.5,206,All,200,230,No,1750,
Professional iOS Chat App with Social Login using Firebase 3,The Zero2Launch Team,"Learn to build high-quality, full-function iOS chat apps to serve millions of users.",3.6,293,4,26,All,200,230,No,4023,
Apache Spark 3 - Real-time Stream Processing using Scala,"Prashant Kumar Pandey, Learning Journal",Learn to create Real-time Stream Processing applications using Apache Spark,4.7,293,4.5,33,Intermediate,200,230,No,6301,
Complete iOS Machine Learning Masterclass,Yohann Taieb,The most comprehensive course on Machine Learning for iOS development. Master building smart apps iOS Swift 4,4.5,293,7.5,97,Beginner,230,1200,No,16721,
Ultimate JavaScript Interview Course,Eric Traub,"Prepare for you next JavaScript interview by learning Data Structures, Algorithms, and Interview Questions.",4.8,292,11,243,All,230,1200,No,12394,
Mastering Kotlin Coroutines for Android Development,Lukas Lechner,Learn how to implement 12+ of the most common use cases for Kotlin Coroutines on Android,4.5,292,9.5,108,Intermediate,270,1400,No,1552,
The Beginners Guide To Learning HTML/HTML5 the right way.,Sarib Mujtaba,New to HTML? Don't Know Where To Start? Worry No more! I cover all the basics so you can stop thinking and start coding,4.6,292,1,19,Beginner,320,,No,12609,
Beginners Guide to Learning PHP 5,Laurence Svekis,Learn how to write PHP code.  Beginners quick start guide to learning the foundations of PHP coding,4.5,292,5,84,Beginner,270,1300,No,27017,
Apache Spark with Databricks,Big Data Trunk,Course to implement Big Data's Apache Spark on Databricks using a Microsoft's cloud service - Azure,3.6,292,3,34,All,270,1400,No,1161,
Drone Programming with Python - Face Recognition & Tracking,"酒井 潤 (Jun Sakai), Sara Freixas","Operating drone with network programming, face recognition using OpenCV, automatic tracking, implementing web camera",4,292,5,45,All,270,620,No,2328,
PHP for Beginners: PDO Crash Course 2022,Web Coding,Learn PDO with MySQL with this Ultimate PHP PDO Crash Course and Build a Basic Task List,4.5,292,2,18,All,200,230,No,67032,
So you think you know JavaScript?,"3D BUZZ Programming and Digital Art training, Nelson LaQuet",What every intermediate and advanced developer needs to know!,4.7,292,6,25,All,270,480,No,1908,
SQL - The Query Writing Bootcamp [2019],Mark Stephenson,Master SQL and Become Job Ready as a SQL Developer by Working Hands-On Querying a Relational Database - [RDBMS],4.7,292,9.5,63,All,270,1300,No,6321,
Projects in HTML5,"Eduonix Learning Solutions, Eduonix-Tech .",Learn HTML5 and JavaScript by Building 10 Projects,3.9,292,15.5,76,Intermediate,270,530,No,9216,
Learn basics of Redux in React Native in 2 hours!,Stefan Hyltoft,"Learn how to create actions, reducers and build a basic counter app!",4.2,291,2,27,Intermediate,270,1400,No,10584,
Google Apps Script Complete Course New IDE 100+ Examples,Laurence Svekis,Google Apps Script New Version Create custom functions within G Suite Docs Sheets GMail Drive Calendar and more,4.6,291,29,306,All,270,1300,No,2709,
Build Real World Application with Xamarin Forms Part 2,Asfend Yar Hamid,"Learn Xamarin Forms Real World Application From Beginning to End. Using Xamarin Forms, Web Api's and Microsoft Azure!",3.8,290,5,63,All,270,1400,No,1551,
Azure MasterClass: Analyze Data With Azure Stream Analytics,"TetraNoodle Team, Manuj Aggarwal",Analyze your data in the cloud in real time with Azure Stream Analytics. Get insights from data in real time at scale.,4.1,290,3.5,41,All,230,1200,No,3470,
Hello Python - Python Programming for Beginners,Rob Merrill,Introductory Course for Beginning Programmers,4.6,290,6,102,Beginner,270,1300,No,1164,
"SwiftUI 2.0 Apps on iPhone, iPad, Mac, Watch & TV",Nick Walter,"Make Apps and Widgets for iOS 14, macOS 11, watchOS 7 and tvOS 14 using Xcode 12, Swift 5, WidgetKit and Apple Watch",4.4,289,10,59,All,230,1200,No,2461,
Learn Html5 & CSS3 from scratch,Skill Pass,Learn Html5 & CSS3 from scratch-Embrace the New Global Standard.,3.9,289,2.5,19,All,200,230,No,13974,
How to Make a Wordpress Website 2022 Easy for all,JobboJ Courses,A-Z guide to creating amazing website from Scratch! Using the newest version of Wordpress!,4.1,289,3,18,All,230,720,No,13400,
The Complete Angular 5 Essentials Course For Beginners,"Joe Parys, Leon Watson II, Joe Parys Support",In our complete course students will learn all of the Angular 5 essentials from a complete beginner to advanced user!,3.1,288,3,39,Beginner,200,230,No,33806,
Maps with R Leaflet,Gregory Sward,Transform your data into interactive maps!,4.7,288,2.5,16,Intermediate,270,720,No,4810,
Advanced SQL Bootcamp,Jose Portilla,Take your SQL skills to the next level with our Advanced SQL Bootcamp,4.1,288,10.5,82,Intermediate,230,1200,No,3905,
Laravel Multi User Blogging Platform with SEO (2 projects),Ryan Dhungel,"Learn, understand and master Laravel PHP Framework. Build Multi User Blogging Platform by the end of this course.",4.8,288,23.5,232,All,200,230,No,2155,
Data Science: Transformers for Natural Language Processing,"Lazy Programmer Team, Lazy Programmer Inc.","BERT, GPT, Deep Learning, Machine Learning, & NLP with Hugging Face, Attention in Python, Tensorflow, PyTorch, & Keras",4.7,288,18,127,All,620,,Yes,1551,
Leaflet for Beginners,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",Complete guide for building map rich applications using Leaflet,4.2,288,5.5,36,Intermediate,270,480,No,12381,
jQuery in Action: Build 20 jQuery Projects,Crypters Infotech,jQuery Hands-On Practical Course! Learn jQuery from Basics & Create 20 amazing real-world jQuery Projects,4.7,288,23.5,173,All,320,1400,No,2928,
The Complete Flutter and Dart Guide,Ecstacks IT,Complete package for building interactive android and IOS apps with googles cross platform framework flutter,4,288,8,64,All,270,800,No,20942,
Binary: The Foundation of All Computing,Kilton Hopkins,Learn how technology works at the foundation. You'll be able to read and write binary and see how it all fits together.,4.7,287,3,12,All,270,350,No,1136,
REST Assured. API test automation for beginners,Dmitry Shyshkin,Rest API test automation from scratch. Create cool REST Assured framework with Java and TestNG,4.3,287,3,25,Beginner,230,530,No,1236,
Gitlab / GitLab CI For Beginners: Become a DevOps Expert Now,The Startup Central Co.,"Learn to use GitLab to reduce time in any DevOps project. Plan, manage users, CI / CD etc. Get ready for a DevOps job!",3.7,287,2.5,25,All,270,1400,No,1540,
Master Bootstrap 4 (4.6.0) and code 7 projects with 25 pages,Jeppe Schaumburg Jensen,"Master the latest version of Bootstrap 4 and create real projects and themes while learning HTML, web design and coding",4.7,287,22.5,208,All,270,1300,No,4728,
Front End Web Development with open source Dojo Toolkit.,Sanjay Kumar,The only DOJO toolkit course on this platform. Write javascript code using components of DOJO toolkit from the scratch.,4.1,287,8.5,65,All,270,720,No,1458,
Learn to Write Unity Compute Shaders,"Penny de Byl, Nicholas Lever, Penny @Holistic3D.com",Harness the power of the GPU,4.5,287,6,50,Intermediate,270,720,No,3571,
Build Facebook clone with REACT JS AND THE MERN STACK 2022,Mohamed Hajji,"Build a fully advanced social media facebook clone application and master React js, Node js, Express js and Mongodb",4.3,287,35,159,All,230,630,No,2448,
Serverless Python Application on Google Cloud,Justin Mitchel,"Learn to Build & Push a Python Web Application using Docker, Cloud Build & Cloud Run on the Google Cloud Platform",4.2,287,1,11,Intermediate,270,530,No,20273,
Go Programming by Example (Golang),Kam Hojati,Go Programming by Example (Golang),4.3,286,23.5,184,All,270,520,No,1865,
Building Applications with Angular 11 and ASP.NET Core 5,Felipe Gavilán,"Use Angular, ASP.NET Core, Entity Framework Core, Material Design, JWT, Leaflet, for developing a complete application",4.2,286,15,146,Intermediate,270,580,No,1635,
Data Engineer/Data Scientist - Power BI/ Python/ ETL/SSIS,Bluelime Learning Solutions,Hands-on Data  Interaction and Manipulation.,4.3,286,13.5,124,Beginner,320,1200,No,33578,
Learn C++ Programming Mini Course - Power of Animation,Miltiadis Saratzidis,"A Programming Course in C++ language, great for beginners, that will teach you C++ coding from scratch using Animation.",4.2,286,41totalmins,15,Beginner,200,230,No,26337,
Intro To HTML & CSS: Web Development For Beginners,Tanner Pontius,Learn the Fundamentals of HTML & CSS In This Complete Introductory Course and Start Your Business as a Web Developer.,4.3,286,4,35,Beginner,200,230,No,6121,
Practical Office 365 Administration,Packt Publishing,Learn in depth about Office 365 for Administrators and also find useful tips and resources to enhance your role as an Of,3.9,286,3,34,Intermediate,320,780,No,1244,
Beginners Eclipse Java IDE Training Course,Infinite Skills,Learn how to create Java applications using the Eclipse Integrated Development Environment,4.5,286,4,88,All,230,480,No,1720,
Python GUI Programming using Tkinter and Python 3,Attreya Bhatt,"Python GUI Programming is powerful and Tkinter is simple. Use them to create Applications, Python Graphics, UI and more.",4.2,285,2.5,29,All,230,270,No,1441,
Xamarin iOS - A Master Guide to App Development in C#,Grant Klimaytys,"Complete Xamarin.iOS Reference for Building iOS Apps in C#. Web Calls, Images, Controls, Animations and Much More!",4.4,285,7.5,95,All,230,270,No,1702,
Next Amazona: Build ECommerce Website Like Amazon By Next.JS,Bassir Jafarzadeh,Become a Senior Web Developer! Build a massive E-commerce app with NextJS and MongoDB,4.6,285,17.5,85,All,270,720,No,1714,
Java Programming – the Master Course,Huw Collingbourne,From Java Beginner to Java Expert in ten simple steps,4.3,285,9.5,89,All,230,850,No,3411,
Learn Python 3 from scratch to become a developer in demand,Lets Kode It,"A definitive guide to learn python 3.x with examples and exercises, created with keeping beginners in mind",4.6,285,11.5,81,All,230,720,No,1537,
"JavaScript Infrastructure: CLI, NPM, Babel and Webpack",OnlyKiosk Tech,"Command Line, NPM, Babel, and Webpack! Theory, Application and Practice!",4.3,285,3.5,68,Beginner,230,720,No,1455,
MobX In Depth With React(Hooks+TypeScript),Georgy Glezer,An extensive course about MobX in-depth and how correctly use it in react applications.,3.6,285,2.5,45,All,230,480,No,10819,
Learn Python Django From Scratch,Stone River eLearning,Learn Python for the web with this in-depth Python Django course.,3.6,285,6.5,53,All,270,720,No,3803,
Master NestJS - The JavaScript Node.js Framework,"Piotr Jura | 35,000+ Enrollments",Learn to develop and test enterprise grade Node.js applications using TypeScript,4.8,285,7.5,81,All,320,530,No,2427,
Complete Software Engineering Course with Python,Ibbad Ullah,"Learn Python 3 with Software Engineering Concepts | Learn Python GUI, Object Oriented Programming, Data Visualization...",4.5,285,6.5,74,All,230,1200,No,27108,
Python for Data Analysis & Visualization 2022,Malvik Vaghadia,"Master the main data analysis and visualization libraries in Python: Numpy, Pandas, Matplotlib, Seaborn, Plotly + more",4.5,285,10,110,All,230,720,No,26060,
The Complete Unity 5 Intro - Learn to Build and Design Games,3dmotive LLC,Everything you need to know to get started in the world of Game and Level Development with Unity 5 from the ground up!,4.7,284,6,83,All,200,230,No,2460,
Software Design: Functional Programming in C#,Engineer Spock,Learn the principles of Functional Programming & how to apply them with the power of C# to improve software architecture,3.8,284,4,64,All,270,350,No,2029,
Interactive maps with Mapbox!,Victor Temprano,"Data, Mapbox Studio, and Mapbox GL JS",4.1,284,4.5,31,Intermediate,230,270,No,1171,
Collaboration and Crawling W/ Golang - Google's Go Language,"Todd McLeod, Daniel Hoffmann","Mastering Go Modules, gRPC, Crawling, and Collaboration with Git",4.7,284,9.5,83,Intermediate,270,620,No,6160,
WordPress Plugin Development - Build 14 Plugins,Bruce Chamoff,"Learn powerful WordPress development with plugins, APIs, hooks, the WP-Admin & more with free starter plugins to improve",3.4,284,7,72,All,230,720,No,4944,
Learn By Example : Apache Flink,Loony Corn,30 solved examples on Stream and Batch processing,3.8,284,3,41,All,270,720,No,3861,
Vue JS and Firebase:Build an iOS and Android chat app,Kim Chen,"Vue JS, Vuex and Framework7 are awesome mix to build iOS and Android app. Firebase help to create a real time mobile app",4.7,284,10,92,Intermediate,320,1400,No,144365,
Create Simple GUI Applications with Python and Qt,Martin Fitzpatrick,Learn how to build simple GUI applications with Python and PyQt. Create your own web browser! Includes code + Free EBook,3.7,284,2.5,19,All,230,350,No,2391,
Perl for Beginners: Learn A to Z of Perl Scripting Hands-on,"AkaSkills! 35,000+ Students",Learn Perl from Industry Expert. Perl is the Swiss Army chainsaw of scripting languages due of its flexibility & power,3.9,284,6,30,All,230,1200,No,4127,
